Pincode,Place,Latitude,Longitude,District,State
524203,Thummalapenta,17.65,82.9,SPSR NELLORE,ANDHRA PRADESH
524201,Kavali Cutchery,14.9158,79.9912,SPSR NELLORE,ANDHRA PRADESH
524152,Damavaram,14.8052,80.0724,SPSR NELLORE,ANDHRA PRADESH
524142,Nagulavaram,15.9766,79.8895,SPSR NELLORE,ANDHRA PRADESH
524137,Kovur,17.0162,81.7293,SPSR NELLORE,ANDHRA PRADESH
524134,Mopur,17.1311,80.4525,SPSR NELLORE,ANDHRA PRADESH
524132,Periavaram,13.9607,79.5802,SPSR NELLORE,ANDHRA PRADESH
524131,Kandra,22.8517,86.0519,SPSR NELLORE,ANDHRA PRADESH
524129,Akkagaripeta,13.482999999999999,79.903,SPSR NELLORE,ANDHRA PRADESH
524127,Chittamur,12.4167,79.9,SPSR NELLORE,ANDHRA PRADESH
524126,Rajupalem,14.1134,79.7316,SPSR NELLORE,ANDHRA PRADESH
524124,Venadu,13.640999999999998,80.1301,SPSR NELLORE,ANDHRA PRADESH
524123,Kallur,13.5582,78.9992,SPSR NELLORE,ANDHRA PRADESH
524121,Kadalur,12.4543,80.1302,SPSR NELLORE,ANDHRA PRADESH
524101,Gudur East,17.4799,79.8163,SPSR NELLORE,ANDHRA PRADESH
524005,Polytechnic (Nellore),14.5364,79.7639,SPSR NELLORE,ANDHRA PRADESH
524004,Kondlapudi,14.306,79.9674,SPSR NELLORE,ANDHRA PRADESH
524003,Dargamitta,14.4351,79.9676,SPSR NELLORE,ANDHRA PRADESH
524002,Mahalakshmipuram,13.0169,77.5461,SPSR NELLORE,ANDHRA PRADESH
524001,Nellore,14.4536,79.9867,SPSR NELLORE,ANDHRA PRADESH
523373,Allinagaram,10.027999999999999,77.4801,PRAKASAM,ANDHRA PRADESH
523372,Araveetikota,15.2078,77.3784,PRAKASAM,ANDHRA PRADESH
523371,Rayavaram,15.7178,79.3128,PRAKASAM,ANDHRA PRADESH
523370,Kalugotla,19.8776,75.3423,PRAKASAM,ANDHRA PRADESH
523369,Narashimapalle,15.8638,78.9161,PRAKASAM,ANDHRA PRADESH
523368,Somidevipalle,15.4564,79.0385,PRAKASAM,ANDHRA PRADESH
523367,Mundlapadu,15.3311,78.8977,PRAKASAM,ANDHRA PRADESH
523357,Diguvametta,15.3833,78.8333,PRAKASAM,ANDHRA PRADESH
523356,Akkapalli,18.4059,78.6305,PRAKASAM,ANDHRA PRADESH
523346,Pitikayagulla,15.6892,79.1881,PRAKASAM,ANDHRA PRADESH
523336,Mittameedipalle,16.8081,78.8905,PRAKASAM,ANDHRA PRADESH
523335,Narayanapalle,15.7989,78.9089,PRAKASAM,ANDHRA PRADESH
523334,Pusalapadu,15.5936,79.2779,PRAKASAM,ANDHRA PRADESH
523333,Chinnacumbum,15.6934,78.9819,PRAKASAM,ANDHRA PRADESH
523332,Gollapalle,14.9764,78.28,PRAKASAM,ANDHRA PRADESH
523331,Ayanamukkala,15.8638,78.9161,PRAKASAM,ANDHRA PRADESH
523330,Gollapalle,14.9764,78.28,PRAKASAM,ANDHRA PRADESH
523329,Ramachandrapuram,16.8364,82.0287,PRAKASAM,ANDHRA PRADESH
523328,Gangavaram,15.5405,79.9456,PRAKASAM,ANDHRA PRADESH
523327,Erragondapalem,16.05,79.3167,PRAKASAM,ANDHRA PRADESH
523326,Tripurantakam,15.9978,79.4556,PRAKASAM,ANDHRA PRADESH
523320,Tokapalle,15.8833,79.2845,PRAKASAM,ANDHRA PRADESH
523316,Markapur East,15.7404,79.2706,PRAKASAM,ANDHRA PRADESH
523315,Mallampeta,15.7404,79.2706,PRAKASAM,ANDHRA PRADESH
523305,Donakonda R.S.,16.159000000000002,79.1889,PRAKASAM,ANDHRA PRADESH
523304,Ats Palem,14.9299,79.4138,PRAKASAM,ANDHRA PRADESH
523303,Kommalapadu,16.0292,79.9441,PRAKASAM,ANDHRA PRADESH
523302,Kopparam,15.5356,79.6796,PRAKASAM,ANDHRA PRADESH
523301,Nagarajupalli,15.5611,80.1844,PRAKASAM,ANDHRA PRADESH
523292,Chakicherla,15.1,80.05,PRAKASAM,ANDHRA PRADESH
523291,Ramapatnam,15.0517,80.0034,PRAKASAM,ANDHRA PRADESH
523286,Koppole,15.465,80.1536,PRAKASAM,ANDHRA PRADESH
523281,Puretipalli,14.7668,79.8136,PRAKASAM,ANDHRA PRADESH
523280,Madanur,14.2187,79.7022,PRAKASAM,ANDHRA PRADESH
523279,Chodavaram,17.8297,82.9377,PRAKASAM,ANDHRA PRADESH
523274,Ananthavaram,15.3404,80.0403,PRAKASAM,ANDHRA PRADESH
523273,Ponduru,15.4165,79.9264,PRAKASAM,ANDHRA PRADESH
523272,Vengamukka Palem,16.1956,80.9681,PRAKASAM,ANDHRA PRADESH
523271,Paidipadu,16.1956,80.9681,PRAKASAM,ANDHRA PRADESH
523270,Pedakandlagunta,16.1956,80.9681,PRAKASAM,ANDHRA PRADESH
523265,Pasupugallu,15.8055,79.7989,PRAKASAM,ANDHRA PRADESH
523264,Nagambotlavaripalem,16.6798,81.422,PRAKASAM,ANDHRA PRADESH
523263,Ghadiyapudi,15.8704,80.3253,PRAKASAM,ANDHRA PRADESH
523262,Mukthinuthalapadu,15.8704,80.3253,PRAKASAM,ANDHRA PRADESH
523261,Muppavaram,15.8704,80.3253,PRAKASAM,ANDHRA PRADESH
523260,Dharmavaram,16.0546,77.9391,PRAKASAM,ANDHRA PRADESH
523254,Bommireddipalli,15.2289,79.4044,PRAKASAM,ANDHRA PRADESH
523253,Tripurasundaripuram,15.3307,80.262,PRAKASAM,ANDHRA PRADESH
523252,East Veerayapalem,15.3104,80.0905,PRAKASAM,ANDHRA PRADESH
523247,Venkatapuram,13.1214,80.1561,PRAKASAM,ANDHRA PRADESH
523246,Garimenapenta,14.3817,79.4629,PRAKASAM,ANDHRA PRADESH
523245,Baduguleru,15.5042,79.8104,PRAKASAM,ANDHRA PRADESH
523241,Mugachintala,15.6312,79.5279,PRAKASAM,ANDHRA PRADESH
523240,Gollapalli,17.2373,78.3992,PRAKASAM,ANDHRA PRADESH
523230,Kanigiri,15.4059,79.5027,PRAKASAM,ANDHRA PRADESH
523228,Nandanavanam,15.4703,79.2742,PRAKASAM,ANDHRA PRADESH
523227,Hazipuram,15.4023,79.4934,PRAKASAM,ANDHRA PRADESH
523226,R.L.Puram,15.4023,79.4934,PRAKASAM,ANDHRA PRADESH
523225,Gangavaram,15.5405,79.9456,PRAKASAM,ANDHRA PRADESH
523224,Vedullacheruvu,15.35,79.2333,PRAKASAM,ANDHRA PRADESH
523223,Nagireddipalli,14.2696,79.1008,PRAKASAM,ANDHRA PRADESH
523214,Chandalur,15.8028,79.5998,PRAKASAM,ANDHRA PRADESH
523213,Kopperapadu,15.6073,79.8552,PRAKASAM,ANDHRA PRADESH
523212,Alavalapadu,15.3282,79.6652,PRAKASAM,ANDHRA PRADESH
523211,Rachavaripalem,15.6018,80.0738,PRAKASAM,ANDHRA PRADESH
523201,Venkatapuram,17.2513,78.2458,PRAKASAM,ANDHRA PRADESH
523190,Nagandla,15.8826,80.1484,PRAKASAM,ANDHRA PRADESH
523187,Ravuri Pet,15.782,80.3066,PRAKASAM,ANDHRA PRADESH
523186,Edumudi,15.2963,80.1139,PRAKASAM,ANDHRA PRADESH
523185,Santharavur,13.6399,79.7315,PRAKASAM,ANDHRA PRADESH
523184,Pandillapalli,15.2963,80.1139,PRAKASAM,ANDHRA PRADESH
523183,Chadalavada,15.2963,80.1139,PRAKASAM,ANDHRA PRADESH
523182,Aluru,15.5042,80.1285,PRAKASAM,ANDHRA PRADESH
523181,Kadavakuduru,15.7259,80.2545,PRAKASAM,ANDHRA PRADESH
523180,Chavatapalem,15.5806,80.1477,PRAKASAM,ANDHRA PRADESH
523171,A.B.V.Palem,15.4178,79.8295,PRAKASAM,ANDHRA PRADESH
523170,Timidithapadu,15.4178,79.8295,PRAKASAM,ANDHRA PRADESH
523169,Upputuru,14.4219,79.7921,PRAKASAM,ANDHRA PRADESH
523168,Kunkalamarru,15.5826,80.3631,PRAKASAM,ANDHRA PRADESH
523167,Inkollu,15.8273,80.1916,PRAKASAM,ANDHRA PRADESH
523166,Gavinivaripalem,15.5826,80.3631,PRAKASAM,ANDHRA PRADESH
523165,Pathachirala,15.5826,80.3631,PRAKASAM,ANDHRA PRADESH
523157,Perala,15.7991,80.4102,PRAKASAM,ANDHRA PRADESH
523156,Mgc Market(C ),15.8119,80.3812,PRAKASAM,ANDHRA PRADESH
523155,Chirala,15.8246,80.3521,PRAKASAM,ANDHRA PRADESH
523135,Pallepalem,15.6947,80.2425,PRAKASAM,ANDHRA PRADESH
523117,Pedairlapadu,15.3874,79.3967,PRAKASAM,ANDHRA PRADESH
523116,Polinenipalem,15.1693,79.6846,PRAKASAM,ANDHRA PRADESH
523115,Mutyalapadu,14.1113,79.8932,PRAKASAM,ANDHRA PRADESH
523114,Mogilicherla,15.3874,79.3967,PRAKASAM,ANDHRA PRADESH
523113,Nekunampuram,15.1726,79.8225,PRAKASAM,ANDHRA PRADESH
523112,Mundlapadu,15.3311,78.8977,PRAKASAM,ANDHRA PRADESH
523111,Neredupalli,17.2513,78.2458,PRAKASAM,ANDHRA PRADESH
523110,Khambaladinne,15.0931,79.4757,PRAKASAM,ANDHRA PRADESH
523109,Ponnalore,15.2725,79.7992,PRAKASAM,ANDHRA PRADESH
523108,Venkatapuram,17.2513,78.2458,PRAKASAM,ANDHRA PRADESH
523105,Kandukur South,15.2154,79.9039,PRAKASAM,ANDHRA PRADESH
523104,Woollapalem,15.1306,79.3427,PRAKASAM,ANDHRA PRADESH
523101,Pakala,13.4492,79.1175,PRAKASAM,ANDHRA PRADESH
523002,M.M.Donka (O),15.5064,80.0487,PRAKASAM,ANDHRA PRADESH
523001,Addanki Gate,15.5064,80.0487,PRAKASAM,ANDHRA PRADESH
522663,Domalagundam,16.2811,79.6499,GUNTUR,ANDHRA PRADESH
522661,Inumella,16.6332,80.1517,GUNTUR,ANDHRA PRADESH
522660,Kambhampadu,16.9853,80.6534,GUNTUR,ANDHRA PRADESH
522659,Cheruvukommupalem,14.2696,79.1008,GUNTUR,ANDHRA PRADESH
522658,Ipuru,16.2292,79.7756,GUNTUR,ANDHRA PRADESH
522657,Naidupalem,15.8899,79.2066,GUNTUR,ANDHRA PRADESH
522649,Enugupalem,15.9766,79.8895,GUNTUR,ANDHRA PRADESH
522647,Vinukonda,16.0518,79.7402,GUNTUR,ANDHRA PRADESH
522646,Mathukumalli,16.0142,79.8148,GUNTUR,ANDHRA PRADESH
522626,Gopalamvaripalem,15.7006,79.7263,GUNTUR,ANDHRA PRADESH
522619,Turlapadu,12.9184,79.1325,GUNTUR,ANDHRA PRADESH
522617,Rompicherla (Guntur),15.4988,79.6004,GUNTUR,ANDHRA PRADESH
522616,Annavaram,17.2833,82.4,GUNTUR,ANDHRA PRADESH
522615,Santhagudipadu,15.4912,79.7554,GUNTUR,ANDHRA PRADESH
522614,Chintapalle,17.8704,82.3518,GUNTUR,ANDHRA PRADESH
522613,Bodilaveedu,15.583,79.7572,GUNTUR,ANDHRA PRADESH
522612,Obulesunipalle,15.8916,78.6142,GUNTUR,ANDHRA PRADESH
522611,Kavuru,16.1388,80.124,GUNTUR,ANDHRA PRADESH
522603,Vipparlapalle,16.6166,81.2746,GUNTUR,ANDHRA PRADESH
522601,Prakashnagar,12.9913,77.5578,GUNTUR,ANDHRA PRADESH
522549,Gorizavole,13.8408,79.041,GUNTUR,ANDHRA PRADESH
522529,Phirangipuram,16.2908,80.2623,GUNTUR,ANDHRA PRADESH
522510,Nagarjuna Nagar,16.0892,80.3006,GUNTUR,ANDHRA PRADESH
522509,Uppalapadu,15.8845,79.9127,GUNTUR,ANDHRA PRADESH
522508,Kanteru,16.3816,80.4861,GUNTUR,ANDHRA PRADESH
522503,Mangalagiri Busstand,16.4035,80.5585,GUNTUR,ANDHRA PRADESH
522502,Neerukonda,16.4882,80.5571,GUNTUR,ANDHRA PRADESH
522501,Kunchanapalle,16.4622,80.6179,GUNTUR,ANDHRA PRADESH
522439,Thimmareddipuram,16.3677,80.0061,GUNTUR,ANDHRA PRADESH
522438,Velavarthipadu,14.82,78.5791,GUNTUR,ANDHRA PRADESH
522437,Brahmanapalle,16.3677,80.0061,GUNTUR,ANDHRA PRADESH
522436,Lingapuram,18.027,80.7773,GUNTUR,ANDHRA PRADESH
522435,Velampalle,15.6384,80.0146,GUNTUR,ANDHRA PRADESH
522426,Gannavaram,16.5409,80.8021,GUNTUR,ANDHRA PRADESH
522421,Goli,16.5525,79.5533,GUNTUR,ANDHRA PRADESH
522415,Pallegunta,16.7284,81.3799,GUNTUR,ANDHRA PRADESH
522414,Tangeda,16.6685,79.8174,GUNTUR,ANDHRA PRADESH
522413,Pillutla,16.5333,79.9,GUNTUR,ANDHRA PRADESH
522412,Nagavaram,17.4886,78.6021,GUNTUR,ANDHRA PRADESH
522411,Papayapalem,16.3991,80.3765,GUNTUR,ANDHRA PRADESH
522410,Peesapadu,16.6096,80.3551,GUNTUR,ANDHRA PRADESH
522409,Challagariga,17.8704,82.3518,GUNTUR,ANDHRA PRADESH
522408,Dammalapadu,15.2427,78.6045,GUNTUR,ANDHRA PRADESH
522403,Gandhi Chowk (Guntur),16.3939,80.1514,GUNTUR,ANDHRA PRADESH
522402,Pedakurapadu,16.471,80.2568,GUNTUR,ANDHRA PRADESH
522401,Paladugu,16.5485,80.5289,GUNTUR,ANDHRA PRADESH
522341,Intur,16.125999999999998,80.4341,GUNTUR,ANDHRA PRADESH
522330,Duggirala,16.3271,80.628,GUNTUR,ANDHRA PRADESH
522329,Peddapalle,16.1087,80.7007,GUNTUR,ANDHRA PRADESH
522325,Govada,16.0341,80.6047,GUNTUR,ANDHRA PRADESH
522324,Kolluru,16.1834,80.7966,GUNTUR,ANDHRA PRADESH
522318,Pedagadelavarru,15.7747,80.4315,GUNTUR,ANDHRA PRADESH
522317,Kankatapalem,15.7747,80.4315,GUNTUR,ANDHRA PRADESH
522316,Aremanda,15.7747,80.4315,GUNTUR,ANDHRA PRADESH
522315,Mulukuduru,15.7747,80.4315,GUNTUR,ANDHRA PRADESH
522314,Alluru,15.445,80.1187,GUNTUR,ANDHRA PRADESH
522313,Yadavuru,15.7747,80.4315,GUNTUR,ANDHRA PRADESH
522312,Korutadiparru,15.7747,80.4315,GUNTUR,ANDHRA PRADESH
522311,Koduru-komali,15.7747,80.4315,GUNTUR,ANDHRA PRADESH
522310,Gopapuram,15.9748,80.5084,GUNTUR,ANDHRA PRADESH
522309,Kavuru,16.1388,80.124,GUNTUR,ANDHRA PRADESH
522308,Emani,16.2246,80.3541,GUNTUR,ANDHRA PRADESH
522307,Kolakaluru,16.3052,80.6182,GUNTUR,ANDHRA PRADESH
522306,Nandivelugu,16.2669,80.5649,GUNTUR,ANDHRA PRADESH
522305,Pedapalem,16.2246,80.3541,GUNTUR,ANDHRA PRADESH
522304,Kollipara,16.2704,80.7523,GUNTUR,ANDHRA PRADESH
522303,Gundimeda,16.2246,80.3541,GUNTUR,ANDHRA PRADESH
522302,Ippatam,15.5477,78.97800000000002,GUNTUR,ANDHRA PRADESH
522301,Ipuru,16.2292,79.7756,GUNTUR,ANDHRA PRADESH
522268,Bellamvaripalem,16.0023,80.7939,GUNTUR,ANDHRA PRADESH
522265,Repalle,16.0184,80.8296,GUNTUR,ANDHRA PRADESH
522264,Mrutyumjayapalem,16.0023,80.7939,GUNTUR,ANDHRA PRADESH
522262,Pallapatla,15.9863,80.7583,GUNTUR,ANDHRA PRADESH
522261,Vemuru,16.0023,80.7939,GUNTUR,ANDHRA PRADESH
522259,Nadimpalli,15.2766,79.72,GUNTUR,ANDHRA PRADESH
522258,Dhulipudi,15.2766,79.72,GUNTUR,ANDHRA PRADESH
522257,Vellaturu,14.4507,78.6593,GUNTUR,ANDHRA PRADESH
522256,Penumarru,16.1026,80.7807,GUNTUR,ANDHRA PRADESH
522237,Mandadam,16.8652,80.5889,GUNTUR,ANDHRA PRADESH
522236,Nekkallu,16.4184,80.4548,GUNTUR,ANDHRA PRADESH
522235,Palaparru,14.2187,79.7022,GUNTUR,ANDHRA PRADESH
522234,Solasa,16.2465,80.3847,GUNTUR,ANDHRA PRADESH
522233,Unnava,16.2465,80.3847,GUNTUR,ANDHRA PRADESH
522213,Selapadu,15.782,80.3066,GUNTUR,ANDHRA PRADESH
522212,Chebrole (Guntur),15.782,80.3066,GUNTUR,ANDHRA PRADESH
522211,Angalakudur,15.782,80.3066,GUNTUR,ANDHRA PRADESH
522202,Kancherlapalem,16.2425,80.6398,GUNTUR,ANDHRA PRADESH
522201,Tenali,16.2425,80.6398,GUNTUR,ANDHRA PRADESH
522124,Tallapalem,17.65,82.9,GUNTUR,ANDHRA PRADESH
522113,Jillellamudi,15.9928,80.3796,GUNTUR,ANDHRA PRADESH
522112,Pedapalem,14.9646,80.3374,GUNTUR,ANDHRA PRADESH
522111,Ganapavaram,16.7,81.4667,GUNTUR,ANDHRA PRADESH
522102,A F Station,15.9044,80.4675,GUNTUR,ANDHRA PRADESH
522101,Rangaraothota,15.9044,80.4675,GUNTUR,ANDHRA PRADESH
522034,Gorantla,13.9835,77.7729,GUNTUR,ANDHRA PRADESH
522020,Vykuntapuram,10.0233,78.7691,GUNTUR,ANDHRA PRADESH
522019,Tikkireddyvaripalem,16.374000000000002,80.3585,GUNTUR,ANDHRA PRADESH
522018,Mandepudi,16.374000000000002,80.3585,GUNTUR,ANDHRA PRADESH
522017,Kurnuthala,16.374000000000002,80.3585,GUNTUR,ANDHRA PRADESH
522016,Vunguturu,16.374000000000002,80.3585,GUNTUR,ANDHRA PRADESH
522015,Kopparru,16.374000000000002,80.3585,GUNTUR,ANDHRA PRADESH
522009,Perecherla Junction,16.2997,80.4573,GUNTUR,ANDHRA PRADESH
522007,Koritepadu(Guntur),16.2997,80.4573,GUNTUR,ANDHRA PRADESH
522006,Chowdaripeta(Guntur),16.2997,80.4573,GUNTUR,ANDHRA PRADESH
522005,Layola Nagar,16.2997,80.4573,GUNTUR,ANDHRA PRADESH
522004,A.T.Agraharam(Guntur),16.2997,80.4573,GUNTUR,ANDHRA PRADESH
522003,Factories Ward,16.2997,80.4573,GUNTUR,ANDHRA PRADESH
522002,Donka Road(Guntur),16.2997,80.4573,GUNTUR,ANDHRA PRADESH
522001,Govt. General Hospital,16.2997,80.4573,GUNTUR,ANDHRA PRADESH
521457,Kumaraswamy Raja Nagar,17.5019,80.4059,KRISHNA,ANDHRA PRADESH
521456,Jupudi,17.5019,80.4059,KRISHNA,ANDHRA PRADESH
521403,Vinagadapa,16.9982,80.5224,KRISHNA,ANDHRA PRADESH
521402,Khambampadu,18.0057,80.2895,KRISHNA,ANDHRA PRADESH
521401,Duggiralapadu,17.5019,80.4059,KRISHNA,ANDHRA PRADESH
521390,Pedamaddali,17.0306,79.9093,KRISHNA,ANDHRA PRADESH
521369,Nandamuru,16.624000000000002,81.5053,KRISHNA,ANDHRA PRADESH
521366,Chennuru,14.1566,79.7989,KRISHNA,ANDHRA PRADESH
521356,Gudlavalleru,16.35,81.05,KRISHNA,ANDHRA PRADESH
521345,Gannavaram,16.5409,80.8021,KRISHNA,ANDHRA PRADESH
521344,Santhoshapuram,17.5167,82.6333,KRISHNA,ANDHRA PRADESH
521343,Alluru,15.445,80.1187,KRISHNA,ANDHRA PRADESH
521340,Pallevada,16.5833,81.3,KRISHNA,ANDHRA PRADESH
521333,Gopavaram,16.8178,80.9691,KRISHNA,ANDHRA PRADESH
521332,Mukkollu,17.8674,79.2044,KRISHNA,ANDHRA PRADESH
521331,Vemavaram,16.910999999999998,79.8427,KRISHNA,ANDHRA PRADESH
521330,Nuzella,23.3356,72.7873,KRISHNA,ANDHRA PRADESH
521329,Utukuru,14.25,79.75,KRISHNA,ANDHRA PRADESH
521328,Lingareddipalem,22.4211,79.4109,KRISHNA,ANDHRA PRADESH
521327,Dandiganapudi,17.0763,78.8039,KRISHNA,ANDHRA PRADESH
521326,Ingilipakalanka,17.0763,78.8039,KRISHNA,ANDHRA PRADESH
521325,Vadali,22.1953,70.8832,KRISHNA,ANDHRA PRADESH
521324,Mulaparru,15.4714,79.8038,KRISHNA,ANDHRA PRADESH
521323,Moturu,17.0763,78.8039,KRISHNA,ANDHRA PRADESH
521322,Tativarru,17.0763,78.8039,KRISHNA,ANDHRA PRADESH
521321,Ramapuram,13.5166,80.0863,KRISHNA,ANDHRA PRADESH
521312,Garapadu,17.0306,79.9093,KRISHNA,ANDHRA PRADESH
521311,Vemanda,17.0306,79.9093,KRISHNA,ANDHRA PRADESH
521301,Gudivada Railway Station,16.6825,81.6148,KRISHNA,ANDHRA PRADESH
521286,Tempalli,16.6978,80.1247,KRISHNA,ANDHRA PRADESH
521263,Bhushanagulla,15.9748,80.5084,KRISHNA,ANDHRA PRADESH
521261,Appikatla,15.9748,80.5084,KRISHNA,ANDHRA PRADESH
521260,Bokinala,15.9748,80.5084,KRISHNA,ANDHRA PRADESH
521256,Saipuram,11.3797,78.7885,KRISHNA,ANDHRA PRADESH
521250,Krishnapuram,11.3797,78.7885,KRISHNA,ANDHRA PRADESH
521247,Madhurapuram,14.7308,77.4275,KRISHNA,ANDHRA PRADESH
521246,Kapileswarapuram (Krishna),15.6523,78.998,KRISHNA,ANDHRA PRADESH
521245,Pedaogirala,15.6523,78.998,KRISHNA,ANDHRA PRADESH
521241,Rayanapadu,16.5738,80.5685,KRISHNA,ANDHRA PRADESH
521235,Tiruvuru,17.0903,80.5481,KRISHNA,ANDHRA PRADESH
521230,Ganapavaram,16.7,81.4667,KRISHNA,ANDHRA PRADESH
521229,Sunnampadu,14.4507,78.6593,KRISHNA,ANDHRA PRADESH
521228,Kavuluru,15.6938,80.0981,KRISHNA,ANDHRA PRADESH
521227,Ramachandrapuram,16.8364,82.0287,KRISHNA,ANDHRA PRADESH
521226,A.Konduru,15.6938,80.0981,KRISHNA,ANDHRA PRADESH
521225,Gollapudi,16.5414,80.5785,KRISHNA,ANDHRA PRADESH
521215,Jagannadhapuram,16.9333,82.2333,KRISHNA,ANDHRA PRADESH
521214,Polavaram,17.25,81.6333,KRISHNA,ANDHRA PRADESH
521213,Somavaram,17.2333,82.1333,KRISHNA,ANDHRA PRADESH
521212,Adavinekkalam,17.9883,78.6117,KRISHNA,ANDHRA PRADESH
521211,Narasingapalem,17.590999999999998,81.0014,KRISHNA,ANDHRA PRADESH
521207,Ellapuram,16.8178,80.9691,KRISHNA,ANDHRA PRADESH
521202,Annavaram,17.2833,82.4,KRISHNA,ANDHRA PRADESH
521201,Gandhinagaram (Gudivada),16.7881,80.8465,KRISHNA,ANDHRA PRADESH
521190,Singavaram,15.8778,77.9403,KRISHNA,ANDHRA PRADESH
521185,Cheruvukommupalem,16.7194,80.1671,KRISHNA,ANDHRA PRADESH
521183,Muppalla (Krishna),16.6419,80.4899,KRISHNA,ANDHRA PRADESH
521182,Bobbellapadu,16.6419,80.4899,KRISHNA,ANDHRA PRADESH
521181,Dachavaram,16.5127,81.0279,KRISHNA,ANDHRA PRADESH
521180,Moguluru,16.6419,80.4899,KRISHNA,ANDHRA PRADESH
521178,Pochampalli,17.3492,78.8228,KRISHNA,ANDHRA PRADESH
521175,Budavada,16.8938,80.0981,KRISHNA,ANDHRA PRADESH
521170,Veerullapadu,16.9279,80.148,KRISHNA,ANDHRA PRADESH
521165,Vuyyuru,16.3619,80.8457,KRISHNA,ANDHRA PRADESH
521164,Kalavapamula,16.0398,80.0793,KRISHNA,ANDHRA PRADESH
521163,Valluripalem,16.0398,80.0793,KRISHNA,ANDHRA PRADESH
521162,Ramannapet,15.7178,79.3128,KRISHNA,ANDHRA PRADESH
521158,Nimmaluru,16.0094,80.1904,KRISHNA,ANDHRA PRADESH
521157,Perisepalli,16.0094,80.1904,KRISHNA,ANDHRA PRADESH
521156,Tarakaturu,16.2667,81.0333,KRISHNA,ANDHRA PRADESH
521153,Kolavennu,16.0094,80.1904,KRISHNA,ANDHRA PRADESH
521151,Kankipadu,16.45,80.7833,KRISHNA,ANDHRA PRADESH
521150,Chitturu,13.2105,79.0956,KRISHNA,ANDHRA PRADESH
521149,Guduru,15.7752,77.8059,KRISHNA,ANDHRA PRADESH
521148,Edulamaddali,15.9959,79.4363,KRISHNA,ANDHRA PRADESH
521139,Penamaluru,17.8297,82.9377,KRISHNA,ANDHRA PRADESH
521138,Pedasanagallu,14.4022,80.155,KRISHNA,ANDHRA PRADESH
521137,Poranki,14.4022,80.155,KRISHNA,ANDHRA PRADESH
521136,Pedamuttevi,14.4022,80.155,KRISHNA,ANDHRA PRADESH
521135,Movva,14.4022,80.155,KRISHNA,ANDHRA PRADESH
521134,Tadigadapa,14.4022,80.155,KRISHNA,ANDHRA PRADESH
521133,Ghantasalapalem,16.15,80.2667,KRISHNA,ANDHRA PRADESH
521132,Srikakulam,16.1964,80.8467,KRISHNA,ANDHRA PRADESH
521131,Mangalapuram,8.6231,76.85300000000002,KRISHNA,ANDHRA PRADESH
521130,Kummaripalem,14.4022,80.155,KRISHNA,ANDHRA PRADESH
521126,Vakkalagadda,16.422,81.4413,KRISHNA,ANDHRA PRADESH
521125,Kokkiligadda,16.422,81.4413,KRISHNA,ANDHRA PRADESH
521122,Puligadda,16.422,81.4413,KRISHNA,ANDHRA PRADESH
521121,Avanigadda,16.0215,80.9181,KRISHNA,ANDHRA PRADESH
521120,Chodavaram,17.8297,82.9377,KRISHNA,ANDHRA PRADESH
521111,Morsapudi,16.1169,80.2376,KRISHNA,ANDHRA PRADESH
521110,Kondurupadu,16.1169,80.2376,KRISHNA,ANDHRA PRADESH
521109,Chiravada,16.3091,80.5674,KRISHNA,ANDHRA PRADESH
521108,Enikepadu,16.3091,80.5674,KRISHNA,ANDHRA PRADESH
521107,Savaragudem,16.3091,80.5674,KRISHNA,ANDHRA PRADESH
521106,Puttagunta,16.3091,80.5674,KRISHNA,ANDHRA PRADESH
521105,Koyyuru,17.6667,82.2333,KRISHNA,ANDHRA PRADESH
521104,Nidamanuru,16.3091,80.5674,KRISHNA,ANDHRA PRADESH
521102,Zakkulanekkalam,16.3091,80.5674,KRISHNA,ANDHRA PRADESH
521101,Purushothapatnam,16.5409,80.8021,KRISHNA,ANDHRA PRADESH
521003,Rudravaram,15.2427,78.6045,KRISHNA,ANDHRA PRADESH
521002,Tallapalem,17.65,82.9,KRISHNA,ANDHRA PRADESH
521001,Inagudurupet,16.1875,81.1389,KRISHNA,ANDHRA PRADESH
520015,Azitnagar,16.5482,80.6495,KRISHNA,ANDHRA PRADESH
520013,Krishnalanka,16.51,80.6276,KRISHNA,ANDHRA PRADESH
520012,Kamakotinagar,16.5004,80.5942,KRISHNA,ANDHRA PRADESH
520011,Satyanarayanapuram (Vijayawada),16.51,80.6276,KRISHNA,ANDHRA PRADESH
520010,Venkateswarapuram,16.4908,80.6723,KRISHNA,ANDHRA PRADESH
520008,Vj Polytechnic,16.9578,81.4197,KRISHNA,ANDHRA PRADESH
520007,Krishnanagar,23.4058,88.4907,KRISHNA,ANDHRA PRADESH
520004,Machavaram (Krishna),16.5167,80.6667,KRISHNA,ANDHRA PRADESH
520003,A.C.Company,16.9578,81.4197,KRISHNA,ANDHRA PRADESH
520002,Buckinghampet,16.5,80.6333,KRISHNA,ANDHRA PRADESH
520001,Vijayawada Municipal Offi,16.5193,80.6305,KRISHNA,ANDHRA PRADESH
518674,Gospadu,15.5618,78.1539,KURNOOL,ANDHRA PRADESH
518599,Muddavaram,15.5,78.0972,KURNOOL,ANDHRA PRADESH
518598,Rahimanpuram,15.4036,78.0514,KURNOOL,ANDHRA PRADESH
518594,Chandalur,15.8028,79.5998,KURNOOL,ANDHRA PRADESH
