Pincode,Place,Latitude,Longitude,District,State
855117,Maria,26.7195,82.2981,KISHANGANJ,BIHAR
855116,Pathamari,26.3995,88.0684,KISHANGANJ,BIHAR
855115,Modho,26.4742,85.1173,KISHANGANJ,BIHAR
855114,Dandkhora,26.7653,84.404,KATIHAR,BIHAR
855113,Balia Belon,28.2704,82.7749,KATIHAR,BIHAR
855108,Padampur,26.5375,79.9232,KISHANGANJ,BIHAR
855107,Kishanganj,25.6844,86.9509,KISHANGANJ,BIHAR
855106,Galgalia,26.0876,83.6903,KISHANGANJ,BIHAR
855105,Sagrath,26.5835,80.1777,KATIHAR,BIHAR
855102,Dasgram,24.8486,92.2791,KATIHAR,BIHAR
855101,Bairia,23.8095,83.7987,KISHANGANJ,BIHAR
854340,Basantpur,26.1701,84.664,SUPAUL,BIHAR
854339,Balbhadrapur,26.9397,79.0846,SUPAUL,BIHAR
854338,Saheban,26.1643,82.8205,SUPAUL,BIHAR
854337,Rautara,25.6601,87.5356,PURNIA,BIHAR
854336,Aghra,25.9887,84.3057,ARARIA,BIHAR
854335,Rajganj,26.5561,88.5086,ARARIA,BIHAR
854334,Pachira,26.2948,85.2062,PURNIA,BIHAR
854333,Dharhmagtanj,24.8789,84.9895,ARARIA,BIHAR
854332,Kuari,26.4115,87.4364,ARARIA,BIHAR
854331,Haldarhat,34.3333,73.8958,ARARIA,BIHAR
854330,Gurhi,26.976999999999997,79.0215,PURNIA,BIHAR
854329,Dalmalpur,26.0646,87.65799999999999,ARARIA,BIHAR
854328,Jogbani,26.4167,87.25,ARARIA,BIHAR
854327,Ahilgaon,25.9664,87.53200000000002,PURNIA,BIHAR
854326,Siarkhan,26.8714,83.7851,PURNIA,BIHAR
854325,Chainpur,25.0345,83.5062,ARARIA,BIHAR
854318,Shankarpur,26.0313,86.8705,ARARIA,BIHAR
854317,Mahishal,25.066,78.1565,KATIHAR,BIHAR
854316,Bathnaha,26.6433,85.5747,ARARIA,BIHAR
854315,Amour,25.9664,87.7214,PURNIA,BIHAR
854312,Mirzapur,24.6149,84.2337,ARARIA,BIHAR
854311,Araria,26.1485,87.514,ARARIA,BIHAR
854306,Champabati,25.6863,82.2602,PURNIA,BIHAR
854305,Khuskibagh,26.1868,79.7891,PURNIA,BIHAR
854304,Ganeshpur,26.5922,79.9314,PURNIA,BIHAR
854303,Sahara,27.0782,79.2908,PURNIA,BIHAR
854302,Purnea City,26.1868,79.7891,PURNIA,BIHAR
854301,Purnea,25.78,87.47,PURNIA,BIHAR
854205,Sripur,25.7422,87.18299999999998,PURNIA,BIHAR
854204,Rupauli,25.5805,87.1465,PURNIA,BIHAR
854203,Kamalpur,26.5156,79.7945,PURNIA,BIHAR
854202,Banmankhi,25.8867,87.1949,ARARIA,BIHAR
854201,Banaili,26.4462,82.8948,ARARIA,BIHAR
854117,Rosna,24.9884,83.6407,KATIHAR,BIHAR
854116,Bastaul,23.4955,86.1081,KATIHAR,BIHAR
854115,Bansgarha,26.4576,81.626,KATIHAR,BIHAR
854114,Basantpur,26.4475,79.4643,KATIHAR,BIHAR
854113,Bairia,23.8095,83.7987,KATIHAR,BIHAR
854112,Amdabad,24.9884,83.6407,KATIHAR,BIHAR
854109,Katihar Court,25.5756,79.9402,KATIHAR,BIHAR
854108,Dhanetha,27.9349,78.5039,KATIHAR,BIHAR
854107,Belwa,26.4529,72.5582,KATIHAR,BIHAR
854106,Sandalpur,22.579,76.9632,KATIHAR,BIHAR
854105,Katihar,25.5385,87.5704,KATIHAR,BIHAR
854104,Marwa,26.7975,74.9506,KATIHAR,BIHAR
854103,Mansahi,25.5756,79.9402,KATIHAR,BIHAR
854102,Pipra,25.616999999999997,79.0223,PURNIA,BIHAR
854101,M.T.Devipur,25.4203,80.5569,KATIHAR,BIHAR
853205,Tintangadiara,25.0317,83.4442,BHAGALPUR,BIHAR
853204,Chapar,26.2727,90.4456,MADHEPURA,BIHAR
853203,Bharakhand Naybas,23.6712,80.5076,BHAGALPUR,BIHAR
853202,Raghopur,26.3006,86.8383,BHAGALPUR,BIHAR
853201,Babhangama,25.6651,83.9456,BHAGALPUR,BIHAR
852221,Barsam,25.96,86.1424,SAHARSA,BIHAR
852220,Laskari,26.4701,82.2185,MADHEPURA,BIHAR
852219,Gangapur,19.7817,84.6091,MADHEPURA,BIHAR
852218,Simaria,24.0619,84.936,SUPAUL,BIHAR
852217,Kishanpur,29.9704,76.8976,SAHARSA,BIHAR
852216,Sisauna,29.2147,78.2694,SAHARSA,BIHAR
852215,Chitti Hanuman Nagar,27.3369,81.3943,SUPAUL,BIHAR
852214,Jadia,26.05,87.02600000000002,SUPAUL,BIHAR
852213,Makdampur,24.8425,85.706,MADHEPURA,BIHAR
852212,Bariahi,26.1882,83.2172,SAHARSA,BIHAR
852202,Samda,27.8154,76.421,SAHARSA,BIHAR
852201,Saharsa Dist.Board,25.885,86.5947,SAHARSA,BIHAR
852161,Dhari Pachout,25.535,85.9409,KHAGARIA,BIHAR
852139,Bhura,28.0041,80.8261,SUPAUL,BIHAR
852138,Bauraha,26.5667,86.2667,SUPAUL,BIHAR
852137,Mohanpur,24.6269,86.5981,SUPAUL,BIHAR
852132,Kalhua,26.8449,79.1012,MADHEPURA,BIHAR
852131,Nirmali,26.314,86.5854,SUPAUL,BIHAR
852130,Bakaur,22.82800000000001,82.9887,SUPAUL,BIHAR
852129,Kenjari,23.4238,78.6222,KHAGARIA,BIHAR
852128,Behri,30.3272,77.9683,MADHEPURA,BIHAR
852127,Ghordaur,26.4299,83.1226,SAHARSA,BIHAR
852126,Mobarakpur,25.0039,88.0265,SAHARSA,BIHAR
852125,Chilauni,26.2186,82.1896,SUPAUL,BIHAR
852124,Panchgachiya,25.5866,76.3323,SAHARSA,BIHAR
852123,Mohanpur,28.2526,80.245,SAHARSA,BIHAR
852122,Hareshwari Dighi,25.0669,79.9408,PURNIA,BIHAR
852121,S.Dakshinwari,25.9695,80.3383,MADHEPURA,BIHAR
852116,Durgapur,26.8252,79.1007,MADHEPURA,BIHAR
852115,Temabhelwa,25.4566,79.7267,MADHEPURA,BIHAR
852114,Bhairo Patti,26.8173,83.3431,MADHEPURA,BIHAR
852113,Sukhasan Chakla,24.3718,78.4877,MADHEPURA,BIHAR
852112,S.N.Hat,26.3482,83.8999,MADHEPURA,BIHAR
852111,Narainpur,25.5747,83.93299999999998,SUPAUL,BIHAR
852110,Rakia,25.8934,84.8735,SUPAUL,BIHAR
852109,Maheshpur,27.0664,79.8124,SUPAUL,BIHAR
852108,Ramnagar,25.2687,83.0293,SUPAUL,BIHAR
852107,M.Kahra,24.2489,83.6528,SAHARSA,BIHAR
852106,Shankarpur,27.0824,82.5957,SAHARSA,BIHAR
852105,Baltharwa,26.4968,80.2627,SUPAUL,BIHAR
852101,Madhuban,26.1682,83.679,MADHEPURA,BIHAR
851218,Suja,28.1925,78.5798,BEGUSARAI,BIHAR
851217,Raghunathpur,27.4976,79.7145,BEGUSARAI,BIHAR
851216,Kulharia,25.5732,84.7721,KHAGARIA,BIHAR
851215,Bishanpur,29.8603,77.22800000000002,KHAGARIA,BIHAR
851214,Fango,27.2466,79.2649,KHAGARIA,BIHAR
851213,Madarpur,27.109,79.7766,KHAGARIA,BIHAR
851212,Dinachakla,25.3967,86.7043,KHAGARIA,BIHAR
851211,Sadpur,30.0759,76.5175,BEGUSARAI,BIHAR
851210,Papraur,30.8023,75.2692,BEGUSARAI,BIHAR
851205,Sanhauli,26.8166,79.814,KHAGARIA,BIHAR
851204,Durgapur,26.8252,79.1007,BEGUSARAI,BIHAR
851203,Malia,24.081,75.1699,KHAGARIA,BIHAR
851202,Gogri,26.8166,79.814,KHAGARIA,BIHAR
851201,Chautham,25.5439,86.6567,KHAGARIA,BIHAR
851135,Bihat,25.4258,79.3561,BEGUSARAI,BIHAR
851134,Binodpur,23.6803,87.6131,BEGUSARAI,BIHAR
851133,Dularpur,27.2059,79.8042,BEGUSARAI,BIHAR
851132,Bikrampur,26.9513,79.7365,BEGUSARAI,BIHAR
851131,Damdama,22.3439,88.3653,BEGUSARAI,BIHAR
851130,Hasanpur,26.4072,79.4382,BEGUSARAI,BIHAR
851129,Badalpura,28.7752,80.7224,BEGUSARAI,BIHAR
851128,Rasidpur,27.0743,76.8963,BEGUSARAI,BIHAR
851127,Fazilpur,29.8453,77.0805,BEGUSARAI,BIHAR
851126,Simaria Ghat,25.4221,86.006,BEGUSARAI,BIHAR
851120,Bhagwanpur,29.9422,77.8134,BEGUSARAI,BIHAR
851118,Amarpur,24.8111,78.8559,BEGUSARAI,BIHAR
851117,Dumri,26.7164,83.5899,BEGUSARAI,BIHAR
851116,B.T.P.P,25.8993,78.8437,BEGUSARAI,BIHAR
851115,Barauni Urvark Nagar,25.8993,78.8437,BEGUSARAI,BIHAR
851114,Barauni Oil Refinery,25.8993,78.8437,BEGUSARAI,BIHAR
851113,Gaura,27.0978,80.0572,BEGUSARAI,BIHAR
851112,Amba,25.0067,75.5329,BEGUSARAI,BIHAR
851111,Gehuni,26.3809,78.1825,BEGUSARAI,BIHAR
851101,Sri Ram Press,25.4185,86.1339,BEGUSARAI,BIHAR
848506,Baghra (Samastipur),28.1437,80.6115,SAMASTIPUR,BIHAR
848505,Larua,25.7254,78.7622,SAMASTIPUR,BIHAR
848504,Chandpura,25.5687,79.2305,SAMASTIPUR,BIHAR
848503,Simri,27.9983,79.4246,SAMASTIPUR,BIHAR
848502,Kalyanpur Basti,27.3087,80.3838,SAMASTIPUR,BIHAR
848501,Rajpur,26.3046,79.6856,SAMASTIPUR,BIHAR
848302,Janardanpur,26.0683,79.3959,SAMASTIPUR,BIHAR
848301,Khajuri,26.0683,79.3959,SAMASTIPUR,BIHAR
848236,Belsandi Dih,25.8376,78.7165,SAMASTIPUR,BIHAR
848216,Haripur,27.0773,79.4083,SAMASTIPUR,BIHAR
848213,Usri,26.6478,79.9208,DARBHANGA,BIHAR
848211,Manda,25.1002,82.2653,SAMASTIPUR,BIHAR
848210,Udaipur,26.6981,79.9198,SAMASTIPUR,BIHAR
848209,Nowdega Balha,25.114,78.2466,DARBHANGA,BIHAR
848208,Bharwari,25.5606,81.4917,SAMASTIPUR,BIHAR
848207,Sugrain,26.9333,84.1036,SAMASTIPUR,BIHAR
848206,Barra,24.4525,77.8742,DARBHANGA,BIHAR
848205,Hassanpur S. Mill,29.0733,77.6902,SAMASTIPUR,BIHAR
848204,Dunhi,25.5831,80.0119,BEGUSARAI,BIHAR
848203,Hathwan,26.8825,79.0259,KHAGARIA,BIHAR
848202,Pansalla,25.6882,78.0382,BEGUSARAI,BIHAR
848201,Parihara,27.9298,74.5561,BEGUSARAI,BIHAR
848160,Mehsi,26.3557,85.0925,SAMASTIPUR,BIHAR
848134,Keos Nizamat,21.2167,81.8,SAMASTIPUR,BIHAR
848133,Kashore,25.3131,82.2022,SAMASTIPUR,BIHAR
848132,Rupauli,25.5805,87.1465,SAMASTIPUR,BIHAR
848131,Shahpur Baghauni,25.3131,82.2022,SAMASTIPUR,BIHAR
848130,Manpura,26.3784,79.2366,SAMASTIPUR,BIHAR
848129,Shambhupatti,26.4652,79.7082,SAMASTIPUR,BIHAR
848127,Bathua Buzurg,28.4906,78.5766,SAMASTIPUR,BIHAR
848125,Saidpur,27.0782,79.3516,SAMASTIPUR,BIHAR
848122,Harpur Bhindi,26.4652,79.7082,SAMASTIPUR,BIHAR
848121,Nikaspur Nisfi,24.8963,76.4752,SAMASTIPUR,BIHAR
848117,Dinmanpur,26.5748,79.839,SAMASTIPUR,BIHAR
848115,Thahra Gopalpur,24.5348,79.0894,SAMASTIPUR,BIHAR
848114,Janakpur,24.895,79.4925,SAMASTIPUR,BIHAR
848113,Singhiakhurd,26.4717,79.6212,SAMASTIPUR,BIHAR
848102,Birsisngpur Deorhi,26.5307,85.8113,SAMASTIPUR,BIHAR
848101,Samastipur,25.8608,85.7897,SAMASTIPUR,BIHAR
847452,Narendrapur,19.3355,84.8685,SUPAUL,BIHAR
847451,Kunauli,26.2439,87.0277,SUPAUL,BIHAR
847429,Kusothar,25.6118,82.1548,DARBHANGA,BIHAR
847428,Banauli,24.8331,78.3525,DARBHANGA,BIHAR
847427,Ganaun,27.0773,79.4083,DARBHANGA,BIHAR
847424,Lohna,25.4808,82.5699,MADHUBANI,BIHAR
847423,Rasidpur,27.0743,76.8963,DARBHANGA,BIHAR
847422,Tatuar,26.2123,86.1505,DARBHANGA,BIHAR
847421,Lalmania,24.7388,84.6203,MADHUBANI,BIHAR
847411,Barsam,26.5671,85.5204,MADHUBANI,BIHAR
847410,Kachhubi,26.5671,85.5204,MADHUBANI,BIHAR
847409,Balua,25.4242,83.18700000000003,MADHUBANI,BIHAR
847408,Banki,22.0951,84.8887,MADHUBANI,BIHAR
847407,Naruar,25.2822,82.3031,DARBHANGA,BIHAR
847405,Dasauth,28.5851,78.2385,DARBHANGA,BIHAR
847404,Kathia,25.2108,81.8212,MADHUBANI,BIHAR
847403,Lakhnour,24.2864,80.8937,MADHUBANI,BIHAR
847402,Tilath,23.9774,82.5459,MADHUBANI,BIHAR
847401,Kulharia,25.5732,84.7721,MADHUBANI,BIHAR
847337,Chatwan,26.849,80.2701,DARBHANGA,BIHAR
847308,Awari,19.3956,74.8195,MADHUBANI,BIHAR
847307,Lakhanpur,22.9879,83.0356,DARBHANGA,BIHAR
847306,Karjapatti,27.1346,78.5176,DARBHANGA,BIHAR
847305,Basuki Bihari,26.5999,85.848,MADHUBANI,BIHAR
847304,Damala,26.9296,82.8347,DARBHANGA,BIHAR
847303,Jahangirtola,28.1348,81.4892,DARBHANGA,BIHAR
847302,Nayatola,26.849,80.2701,DARBHANGA,BIHAR
847301,Chakwa,27.8872,79.4318,SAMASTIPUR,BIHAR
847240,Rampur,22.4167,83.2,MADHUBANI,BIHAR
847239,Dahaura,24.6451,85.0242,MADHUBANI,BIHAR
847238,Rahika,27.535,79.6161,MADHUBANI,BIHAR
847236,Rampatti,26.3389,86.1449,MADHUBANI,BIHAR
847235,Simri,27.9983,79.4246,MADHUBANI,BIHAR
847234,Pandaul,26.2517,86.0747,MADHUBANI,BIHAR
847233,Ramnagar Dhusi,29.1599,78.2146,DARBHANGA,BIHAR
847232,Piprahi,26.5889,81.6915,MADHUBANI,BIHAR
847231,Shahpur,23.0245,81.0038,MADHUBANI,BIHAR
847230,Siriapur,26.5168,85.9618,MADHUBANI,BIHAR
847229,Mureth,24.7008,78.5629,MADHUBANI,BIHAR
847228,Laxmipur,18.9492,84.2801,MADHUBANI,BIHAR
847227,Bathnaha,26.6433,85.5747,MADHUBANI,BIHAR
847226,Barhi,23.903000000000002,80.8148,MADHUBANI,BIHAR
847225,Birpur,25.5251,83.8594,MADHUBANI,BIHAR
847224,Bela,25.921,81.9991,MADHUBANI,BIHAR
847223,Deopura,23.7236,79.1799,MADHUBANI,BIHAR
847222,Nagwas,24.8917,78.3495,MADHUBANI,BIHAR
847215,Jitwarpur,27.6834,79.5685,MADHUBANI,BIHAR
847214,Mangrauni,27.6682,79.9209,MADHUBANI,BIHAR
847213,Jagatpur,26.0528,81.2742,MADHUBANI,BIHAR
847212,Khajuri,25.9573,84.0708,MADHUBANI,BIHAR
847211,Madhubani,27.0001,84.104,MADHUBANI,BIHAR
847204,Narayanpur,26.5129,79.8074,DARBHANGA,BIHAR
847203,Asi,27.9123,79.4851,DARBHANGA,BIHAR
847201,Nawada,27.0136,79.7505,DARBHANGA,BIHAR
847123,Rampura,27.023000000000003,79.3554,DARBHANGA,BIHAR
847122,Bhatraghat,24.7922,80.2938,MADHUBANI,BIHAR
847121,Darima,22.9999,83.2026,DARBHANGA,BIHAR
847115,Kharua,23.6169,75.4759,DARBHANGA,BIHAR
847109,Nanaour,22.8455,82.816,MADHUBANI,BIHAR
847108,Narahiya,27.2426,84.0686,MADHUBANI,BIHAR
847107,Maheshwara,25.0408,86.4934,DARBHANGA,BIHAR
847106,Ratanpura,26.3977,79.2317,DARBHANGA,BIHAR
847105,Inai,26.895,77.4757,SAMASTIPUR,BIHAR
847104,Ashthua,26.3942,80.141,DARBHANGA,BIHAR
847103,Bhawanipur,26.685,79.9128,DARBHANGA,BIHAR
847102,Meghwan,23.2447,81.1889,MADHUBANI,BIHAR
847101,Sidhauli,27.2676,80.8103,DARBHANGA,BIHAR
846009,Sonki,26.3361,80.003,DARBHANGA,BIHAR
846008,K D S U,26.3361,80.003,DARBHANGA,BIHAR
846007,Bhuskaul,26.3361,80.003,DARBHANGA,BIHAR
846006,Subhankarpur,26.3361,80.003,DARBHANGA,BIHAR
846005,Barhi,23.903000000000002,80.8148,DARBHANGA,BIHAR
846004,Darbhanga,26.1522,85.8971,DARBHANGA,BIHAR
846003,Narsara,28.5583,74.2372,DARBHANGA,BIHAR
846002,R.A.P.Mills,26.5335,79.533,DARBHANGA,BIHAR
846001,Laheriasarai Court,26.3361,80.003,DARBHANGA,BIHAR
845459,Alamganj Bazar,25.6525,85.8034,PASHCHIM CHAMPARAN,BIHAR
845458,Nawadih,23.538,83.9683,PURBI CHAMPARAN,BIHAR
845457,Mirzapur,27.6682,79.5594,PURBI CHAMPARAN,BIHAR
845456,Gudra,22.7396,81.6222,PURBI CHAMPARAN,BIHAR
845455,Sugauli,26.7714,84.742,PASHCHIM CHAMPARAN,BIHAR
845454,Rampurwa Mahanwa,26.26,81.5786,PASHCHIM CHAMPARAN,BIHAR
845453,Kehunia,24.991,83.7205,PASHCHIM CHAMPARAN,BIHAR
845452,Nawalpur,26.4809,79.4224,PASHCHIM CHAMPARAN,BIHAR
845451,Rampur,25.4808,82.5699,PASHCHIM CHAMPARAN,BIHAR
845450,Chuhari,22.7062,81.8959,PASHCHIM CHAMPARAN,BIHAR
845449,Dhankutwa,25.7098,77.6364,PASHCHIM CHAMPARAN,BIHAR
845440,Palanwa,25.7098,77.6364,PURBI CHAMPARAN,BIHAR
845438,Lalgarh,22.5873,87.0497,PASHCHIM CHAMPARAN,BIHAR
845437,Shankar Sharaya,25.717,83.0447,PURBI CHAMPARAN,BIHAR
845436,Madhuhawa Brit,26.105999999999998,81.7188,PURBI CHAMPARAN,BIHAR
845435,Chapra Bahas,26.9309,79.6529,PURBI CHAMPARAN,BIHAR
845434,Puchharia,25.8329,84.1719,PURBI CHAMPARAN,BIHAR
845433,Raghunathpur,27.4976,79.7145,PURBI CHAMPARAN,BIHAR
845432,Siswa Khar AR,24.8833,80.1,PURBI CHAMPARAN,BIHAR
845431,Raghunathpur Bazar,22.9732,85.5374,PURBI CHAMPARAN,BIHAR
845430,Kodariya,23.566,73.8487,PURBI CHAMPARAN,BIHAR
845429,Belwatia,25.6587,84.8308,PURBI CHAMPARAN,BIHAR
845428,Barkagaon,25.4414,84.1053,PURBI CHAMPARAN,BIHAR
845427,Narayanpur,27.674,79.6877,PURBI CHAMPARAN,BIHAR
845426,Mehsi,26.3557,85.0925,PURBI CHAMPARAN,BIHAR
845425,Mamarkha,26.7947,84.1415,PURBI CHAMPARAN,BIHAR
845424,Bairiya,25.6227,84.2895,PURBI CHAMPARAN,BIHAR
845423,Mangalpur,26.5112,79.6858,PURBI CHAMPARAN,BIHAR
845422,Panditpur,26.318,79.4119,PURBI CHAMPARAN,BIHAR
845420,Bhelwa,24.8109,86.6177,PURBI CHAMPARAN,BIHAR
845419,Sareya Khas,27.2031,78.8303,PURBI CHAMPARAN,BIHAR
845418,Dhaka,27.8734,79.2691,PURBI CHAMPARAN,BIHAR
845417,Dumra,25.0365,83.9663,PURBI CHAMPARAN,BIHAR
845416,Bediban Madhuban,26.9443,81.8416,PURBI CHAMPARAN,BIHAR
845415,Semra,26.6523,85.0872,PURBI CHAMPARAN,BIHAR
845414,Nawada,27.0167,80.0667,PURBI CHAMPARAN,BIHAR
845413,Bakhari,22.3262,79.4441,PURBI CHAMPARAN,BIHAR
845412,Pipra Khem,27.0539,80.9373,PURBI CHAMPARAN,BIHAR
845411,Sareya Khas,25.4246,83.5634,PURBI CHAMPARAN,BIHAR
845406,Jhitkahiya,26.5683,79.969,PURBI CHAMPARAN,BIHAR
845401,Motihari  College,23.739,84.4153,PURBI CHAMPARAN,BIHAR
845315,Bhelwa Circle,26.219,83.103,PURBI CHAMPARAN,BIHAR
845307,Dukhi Chhapar,26.6105,80.2251,PASHCHIM CHAMPARAN,BIHAR
845306,Marjadwa,26.219,83.103,PASHCHIM CHAMPARAN,BIHAR
845305,Purandara,26.9832,84.8511,PURBI CHAMPARAN,BIHAR
845304,Telhara Kala,26.219,83.103,PURBI CHAMPARAN,BIHAR
845303,Amawa,25.2574,84.1591,PURBI CHAMPARAN,BIHAR
845302,Pakaria,26.9829,79.7053,PURBI CHAMPARAN,BIHAR
845301,Bhawanipur Bazar,26.9461,84.9632,PURBI CHAMPARAN,BIHAR
845107,Laxmipur Bherihari,26.4179,82.5154,PASHCHIM CHAMPARAN,BIHAR
845106,Tribhuani,26.4638,84.1772,PASHCHIM CHAMPARAN,BIHAR
845105,Semra Labedaha,26.5112,79.6858,PASHCHIM CHAMPARAN,BIHAR
845104,Khaira Tola,26.8958,84.1398,PASHCHIM CHAMPARAN,BIHAR
845103,Sitapur,25.1811,80.8714,PASHCHIM CHAMPARAN,BIHAR
845101,Sirisia,25.7201,82.8823,PASHCHIM CHAMPARAN,BIHAR
844509,Sarai Dhanesh,27.9168,79.9215,VAISHALI,BIHAR
844508,Paharpur,26.7063,79.892,VAISHALI,BIHAR
844507,Rampur Kumaharkol,27.9168,79.9215,VAISHALI,BIHAR
844506,Hasanpur Gurda,26.8172,83.5262,SAMASTIPUR,BIHAR
844505,Kalapahar,32.1297,75.7373,VAISHALI,BIHAR
844504,Azampur,27.6149,79.5504,VAISHALI,BIHAR
844503,Navanagar,22.4729,70.0667,VAISHALI,BIHAR
844502,Chandpura,24.9034,78.9576,VAISHALI,BIHAR
844501,Supaul,25.9469,86.2497,VAISHALI,BIHAR
844128,Rahimpur Jagdish,26.9126,75.7441,VAISHALI,BIHAR
844127,Ch. Harishankar,26.0381,85.3577,MUZAFFARPUR,BIHAR
844126,Jahangirpur Salkhanni,25.8511,82.3697,VAISHALI,BIHAR
844125,Akhtiyarpur Paterha,25.5052,82.8524,VAISHALI,BIHAR
844124,Baikunthpur,23.2621,82.5605,VAISHALI,BIHAR
844123,Sathiauta Bhagwan,26.2973,83.9597,VAISHALI,BIHAR
844122,Mahuwa,25.8136,85.3976,VAISHALI,BIHAR
844121,Manikpur Pakri,26.7659,79.6616,VAISHALI,BIHAR
844120,Rajala,25.9722,82.7212,MUZAFFARPUR,BIHAR
844119,Kartahan,26.9753,79.368,VAISHALI,BIHAR
844118,Malikpura,34.4705,74.0886,VAISHALI,BIHAR
844117,Paura,26.9753,79.368,VAISHALI,BIHAR
844116,Rampur Ratnakar,26.9589,79.5816,VAISHALI,BIHAR
844115,Bishanpur Said Urf Bakarpur,25.1123,76.0948,VAISHALI,BIHAR
844114,Husaina Khurd,26.44400000000001,79.1863,VAISHALI,BIHAR
844113,Balukaram,26.3564,81.1583,VAISHALI,BIHAR
844112,Bherokhara,26.9753,79.368,VAISHALI,BIHAR
844111,Sain,26.8131,79.598,MUZAFFARPUR,BIHAR
844103,Chandralay,26.2684,79.1558,VAISHALI,BIHAR
844102,Rajauli,24.6449,85.5003,VAISHALI,BIHAR
844101,Hajipur,25.69,85.2095,VAISHALI,BIHAR
843360,Jajuar,25.5,82.8094,MUZAFFARPUR,BIHAR
843334,B Jagjiwan,25.5892,77.8776,SHEOHAR,BIHAR
843333,Majhaur,26.6133,82.2506,SITAMARHI,BIHAR
843332,Bagaha,24.5263,85.0609,SITAMARHI,BIHAR
843331,Meghpur,22.6584,70.65899999999998,SITAMARHI,BIHAR
843330,Dalkawa,26.1485,87.514,SITAMARHI,BIHAR
843329,Salempur,26.2973,83.9208,SHEOHAR,BIHAR
843328,Bharthua,25.3592,82.2294,SITAMARHI,BIHAR
843327,Khairwa,24.956,86.2359,SITAMARHI,BIHAR
843326,Garui,22.6333,88.4,SITAMARHI,BIHAR
843325,Rampur Bakhari,24.5135,83.0576,SITAMARHI,BIHAR
843324,Parihar,26.7114,85.6797,SITAMARHI,BIHAR
843323,Tikauli,26.4803,79.4473,SITAMARHI,BIHAR
843322,Lattipur,23.7438,78.0076,SITAMARHI,BIHAR
843321,Shivdaspur,23.3114,80.4306,MUZAFFARPUR,BIHAR
843320,Janakpur Road,26.4708,85.7031,SITAMARHI,BIHAR
843319,Chiknachak,24.9951,85.6508,SITAMARHI,BIHAR
843318,Bokhra,24.9951,85.6508,SITAMARHI,BIHAR
843317,K. Bhandar,24.9951,85.6508,SITAMARHI,BIHAR
843316,Sauli,29.8362,78.7163,SITAMARHI,BIHAR
843315,D. Khurd,24.9951,85.6508,SITAMARHI,BIHAR
843314,Maraul,22.9672,88.4829,SITAMARHI,BIHAR
843313,Piprathi Punarvas,24.9951,85.6508,SITAMARHI,BIHAR
843312,Ratwara Bindwara,24.9951,85.6508,MUZAFFARPUR,BIHAR
843311,Belahi,25.7223,86.4004,SITAMARHI,BIHAR
843302,Bathnaha,26.6433,85.5747,SITAMARHI,BIHAR
843301,Shaktipith Chandidham,26.5936,85.4906,SITAMARHI,BIHAR
843130,Kanti T.P.S.,26.5391,80.7103,MUZAFFARPUR,BIHAR
843129,Amnaur,25.9714,84.9304,MUZAFFARPUR,BIHAR
843128,Kodaria,27.0424,79.3529,MUZAFFARPUR,BIHAR
843127,Rampur Mina,26.9647,79.7059,MUZAFFARPUR,BIHAR
843126,Laloo Chapra,26.0022,84.275,MUZAFFARPUR,BIHAR
843125,Tarawa,27.1932,79.3699,MUZAFFARPUR,BIHAR
843124,Jamalpur,26.3778,79.1935,MUZAFFARPUR,BIHAR
843123,Basara Shukul,22.889,88.1349,MUZAFFARPUR,BIHAR
843122,Hardi (Muzaffarpur),26.9298,82.2396,MUZAFFARPUR,BIHAR
843121,B.Bakhari,30.1633,76.6718,MUZAFFARPUR,BIHAR
843120,Neknampur,30.0326,77.8616,MUZAFFARPUR,BIHAR
843119,Dumari,32.9168,76.4737,MUZAFFARPUR,BIHAR
843118,Balthi Mushahari,27.5363,78.528,MUZAFFARPUR,BIHAR
843117,Dih Jiwar,27.1254,79.6669,SITAMARHI,BIHAR
843115,Bariarpur Karpur,28.7184,77.0008,MUZAFFARPUR,BIHAR
843114,Simarwara Durgapur,26.9463,79.7803,VAISHALI,BIHAR
843113,Damodarpur,26.9348,79.14399999999998,MUZAFFARPUR,BIHAR
843112,Saraiya Bazar,27.1889,79.3424,MUZAFFARPUR,BIHAR
843111,B.Firoj,25.4748,79.3424,MUZAFFARPUR,BIHAR
843110,Malpur,26.3393,79.438,VAISHALI,BIHAR
843109,Singar,25.6966,79.1814,MUZAFFARPUR,BIHAR
843108,Sirsia Buzurg,25.6775,80.6196,MUZAFFARPUR,BIHAR
843107,Daudpur,27.0987,79.2647,MUZAFFARPUR,BIHAR
843106,Partapur,27.5535,79.5875,MUZAFFARPUR,BIHAR
843105,Narsinghpur,34.0068,74.5542,MUZAFFARPUR,BIHAR
843104,N.Champapur,23.5702,82.0043,VAISHALI,BIHAR
843103,Unsar,24.468000000000004,83.2125,MUZAFFARPUR,BIHAR
843102,Katesar,28.9407,76.5596,MUZAFFARPUR,BIHAR
843101,Bakhra,26.0248,85.0975,MUZAFFARPUR,BIHAR
842005,M.I.C.,25.1778,88.3616,MUZAFFARPUR,BIHAR
842004,Umanagar,25.1778,88.3616,MUZAFFARPUR,BIHAR
842003,Maripur,26.4276,91.2109,MUZAFFARPUR,BIHAR
842002,Susta,25.1778,88.3616,MUZAFFARPUR,BIHAR
842001,Muzaffarpur,26.1226,85.3906,MUZAFFARPUR,BIHAR
841509,Gabhirar,24.4229,80.041,SIWAN,BIHAR
